IDISK CUI,IDISK AUI,TERM,UMLS CUI,MISSINGNESS TYPE,INGREDIENT TYPE,Notes (Optional),IGNORE
DSLD0482402,DA0181121,Kelp powder,C3199619,,,,
DSLD0482402,DA0181122,Brown Seaweed,,,,,
DSLD0482402,DA0181123,Bladderwrack Powder,,,,,
DSLD0482402,DA0181124,Atlantic Kelp,,,,,
DSLD0482402,DA0181125,Bladderwrack (Kelp),,,,,
DSLD0482402,DA0181126,dried Bladderwrack seaweed extract,,,,,
DSLD0482402,DA0181127,Fucus spp.,,,,,
DSLD0482402,DA0181128,Fucus versiculosis,,,,,
DSLD0482402,DA0181129,Ascophyllum nodosum,"C1017040, C1017040, C3256096, C3256096, C3256096, C3256096",,,,
DSLD0482402,DA0181130,bladderwrack,"C0772285, C1083174",,,,
DSLD_NMCD0482434,DA0181650,Brown Rice,"C0452710, C0452710, C0452710, C0452710, C0452710, C2730252, C3484401, C3484401",,,,
DSLD_NMCD0482434,DA0181651,brown rice,"C0452710, C0452710, C0452710, C0452710, C0452710, C2730252, C3484401, C3484401",,,,
DSLD_NMCD0482434,DA0181652,Brown Rice Bran Powder,,,,,
DSLD_NMCD0482434,DA0181653,Brown Rice powder,,,,,
DSLD_NMCD0482434,DA0181654,Riz Intégral,,,,,
DSLD_NMCD0482434,DA0181655,Genmai,,,,,
DSLD_NMCD0482434,DA0181656,organic sprouted Brown Rice Protein powder,,,,,
DSLD_NMCD0482434,DA0181657,sprouted Brown Rice,,,,,
DSLD_NMCD0482434,DA0181658,Oryza Oil Concentrate,,,,,
DSLD_NMCD0482434,DA0181659,Brown Rice Protein,,,,,
DSLD_NMCD0482434,DA0181660,organic Brown Rice Protein,,,,,
DSLD_NMCD0482434,DA0181661,whole Brown Rice,,,,,
DSLD_NMCD0482434,DA0181663,sprouted Brown Rice Protein pdr.,,,,,
DSLD_NMCD0482434,DA0181664,cooked Brown Rice,,,,,
DSLD_NMCD0482434,DA0181665,Oryza sativa,"C1140671, C1140671, C1140671, C1140671, C1140671, C1140671, C1140671, C1140671, C1140671, C1140671, C1140671, C1140671, C1446689",,,,
DSLD_NMCD0482434,DA0181666,sprouted whole grain Brown Rice protein,,,,,
DSLD_NMCD0482434,DA0181667,Riz Brun,,,,,
DSLD_NMCD0482434,DA0181668,Brown Rice syrup solids,,,,,
DSLD_NMCD0482434,DA0181669,organic Brown Rice powder,,,,,
DSLD_NMCD0482434,DA0181670,organic Sprouted Brown Rice Protein concentrate,,,,,
DSLD_NMCD0482434,DA0181671,Brown Rice syrup,,,,,
DSLD_NMCD0482434,DA0181672,Riz Cargo,,,,,
DSLD_NMCD0482434,DA0181673,Riz Asiatique,,,,,
DSLD_NMCD0482434,DA0181674,Riz Complet,,,,,
DSLD_NMCD0482434,DA0181675,Arroz Integral,C0452710,,,,
DSLD_NMCD0482434,DA0181676,sprouted Brown Rice Protein powder,,,,,
DSLD_NMCD0482434,DA0181677,cooked whole Brown Rice,,,,,
DSLD_NMCD0482434,DA0181678,organic Brown Rice,,,,,
DSLD_NMCD0482434,DA0181679,whole Brown Rice Protein,,,,,
DSLD_NHPID0482440,DA0181735,Bulbine natalensis powder,,,,,
DSLD_NHPID0482440,DA0181736,Bulbine natalensis,,,,,
DSLD_NHPID0482440,DA0181739,Bulbine natalensis extract,,,,,
DSLD_NHPID0482440,DA0181740,Bulbine,"C1014821, C1014821, C1014821, C1014821, C1014821, C1014821, C1014821, C1014821, C1014821, C1014821, C1014821",,,,
DSLD_NHPID0482440,DA0181741,stem,"C0042939, C0162731, C0162731, C0162731, C0162731, C0162731, C0162731, C0162731, C0162731, C0162731, C0242767, C0242767, C1184743, C1186763, C4553151",,,,
DSLD_NHPID0482440,DA0181742,Prolensis,,,,,
DSLD0482453,DA0181805,Docosahexaenoic Acid,"C0012968, C0012968, C0556150, C0556150, C0556150, C0556150, C0556150, C0556150, C0556150, C0556150, C0556150, C0556150",,,,
DSLD0482453,DA0181806,Doconexent,"C2348308, C2348308, C2348308, C2348308, C2348308, C2348308, C2348308, C2348308, C2348308",,,,
DSLD0482453,DA0181807,DHA Oil,,,,,
DSLD0482453,DA0181808,Omega-3 Docosahexaenoic Acid,,,,,
DSLD0482453,DA0181809,Docasahexaenoic Acid,,,,,
DSLD0482453,DA0181810,DHA rich Oil,,,,,
DSLD0482453,DA0181811,DHA Omega 3 Blend,,,,,
DSLD0482453,DA0181812,DHA (Docosahexaenoic Acid),,,,,
DSLD0482453,DA0181813,Calamarine DHA Omega-3 concentrate,,,,,
DSLD0482453,DA0181814,Docosapentaenoic Acid,"C0058624, C0058624, C0058624, C0058624, C0058624, C0058624",,,,
DSLD0482453,DA0181815,Docosahexanoic Acid,"C0556150, C0556150, C0556150",,,,
DSLD0482453,DA0181816,DHA-Docosahexaenoic Acid,,,,,
DSLD0482453,DA0181817,DHA TG,,,,,
DSLD0482453,DA0181818,DHA Algal Oil,,,,,
DSLD0482453,DA0181819,sodium dehydroacetate,"C0142831, C0142831, C0142831, C0142831, C0142831, C0142831, C0142831, C0142831, C0142831",,,,
DSLD0482453,DA0181820,Docosahexaenoic Acid concentrate,,,,,
DSLD0482453,DA0181821,Docosahexenoic Acid,,,,,
DSLD0482453,DA0181822,Life' DHA DHA,,,,,
DSLD0482453,DA0181823,Omega-3 DHA,,,,,
DSLD0482453,DA0181824,dha,"C0012322, C0012322, C0012968, C0556150, C0556150, C0556150",,,,
DSLD0482453,DA0181825,C226n-3,,,,,
DSLD0482453,DA0181826,DHA - omega-3,,,,,
DSLD0482453,DA0181827,Esolv Omega H2O DHA Powder,,,,,
DSLD0482453,DA0181828,life? DHA,,,,,
DSLD0482453,DA0181829,Provides DHA,,,,,
DSLD0482453,DA0181830,life'sDHA,,,,,
DSLD0482453,DA0181831,DHA,"C0012322, C0012322, C0012968, C0556150, C0556150, C0556150",,,,
DSLD0482453,DA0181832,DHA Docosahexaenoic acid,,,,,
DSLD0482453,DA0181833,DHA Concentrate,,,,,
DSLD0482453,DA0181834,Pure Docosahexaenoic Acid,,,,,
DSLD0482453,DA0181835,typical DHA,,,,,
DSLD0482453,DA0181836,Algal DHA,,,,,
DSLD0482453,DA0181837,Docosenoic Acid,"C0014723, C0014723, C0014723",,,,
DSLD0482453,DA0181838,Docosahexaenoic,,,,,
DSLD0482453,DA0181839,DHA powder,,,,,
DSLD0482453,DA0181840,Providing DHA,,,,,
DSLD0482453,DA0181841,life'sDHA Oil,,,,,
DSLD0482500,DA0182064,Dulse powder,,,,,
DSLD0482500,DA0182065,Red Dulse powder,,,,,
DSLD0482500,DA0182066,dulse extract,C3256612,,,,
DSLD0482500,DA0182067,Dulse algae,,,,,
DSLD0482500,DA0182068,Nova Scotia Dulce leaf powder,,,,,
DSLD0482500,DA0182069,Nova Scotia Dulse,,,,,
DSLD0482500,DA0182070,Palmaria palmata,C0996286,,,,
DSLD0482500,DA0182071,Dulse,"C3256612, C3256612, C3256612",,,,
DSLD0482500,DA0182072,organic Dulse,,,,,
DSLD0482500,DA0182073,organic certified Dulse,,,,,
DSLD0482500,DA0182074,Organic Dulse Powder,,,,,
DSLD0482500,DA0182075,Dulse Leaf Extract,,,,,
DSLD0482500,DA0182076,Dulse frond granules,,,,,
DSLD0482500,DA0182077,Dulse seaweed powder,,,,,
DSLD0482551,DA0182500,Graminex NAX,,,,,
DSLD0482551,DA0182501,Swedish Flower Pollen,,,,,
DSLD0482551,DA0182502,Graminex G63,,,,,
DSLD0482551,DA0182503,Flower Pollen,C1328880,,,,
DSLD0482551,DA0182504,Graminex G63 Flower Pollen extract,,,,,
DSLD0482551,DA0182505,Flower Pollen extract,,,,,
DSLD0482551,DA0182506,Graminex G60,,,,,
DSLD0482551,DA0182507,Graminex flower pollen extract,,,,,
DSLD0482551,DA0182508,flower pollen,C1328880,,,,
DSLD_MSKCC0482556,DA0182515,Forskohlii root extract,,,,,
DSLD_MSKCC0482556,DA0182516,Makandi,,,,,
DSLD_MSKCC0482556,DA0182517,Coleus Forskolin,,,,,
DSLD_MSKCC0482556,DA0182518,Forskolin,"C0917964, C0917964, C0917964, C0917964, C0917964, C0917964, C0917964, C0917964, C0917964, C0917964, C0917964",,,,
DSLD_MSKCC0482556,DA0182519,Colforsin,"C0917964, C0917964, C0917964, C0917964, C0917964",,,,
DSLD_MSKCC0482556,DA0182520,Forslean,,,,,
DSLD_MSKCC0482556,DA0182522,ForsLean Extract,,,,,
DSLD_MSKCC0482556,DA0182523,Coleus Forskohlii,"C1135830, C1135830, C1135830",,,,
DSLD_MSKCC0482556,DA0182524,Coleus foskohii,,,,,
DSLD_MSKCC0482556,DA0182525,Plectranthus barbatus,"C1135830, C1135830, C1135830, C1135830, C1135830, C3848625",,,,
DSLD_MSKCC0482556,DA0182526,Coleus Forskohlii Powder,,,,,
DSLD_MSKCC0482556,DA0182527,Coleus Forskolii,,,,,
DSLD_MSKCC0482556,DA0182528,pure Forskohlin,,,,,
DSLD_MSKCC0482556,DA0182529,Coleus forskohlii,"C1135830, C1135830, C1135830",,,,
DSLD_MSKCC0482556,DA0182530,Coleus Forskohlii root,,,,,
DSLD_MSKCC0482556,DA0182531,Forskohlii extract,,,,,
DSLD_MSKCC0482556,DA0182532,Coleus,"C0873094, C0873094, C0873094, C0873094, C0873094, C0873094, C0873094, C0873094, C0873094, C0873094, C0873094, C0873094, C0873094, C0873094, C0873094",,,,
DSLD_MSKCC0482556,DA0182533,Choleus Forskohlli,,,,,
DSLD_MSKCC0482556,DA0182534,Coleus root extract,,,,,
DSLD_MSKCC0482556,DA0182535,Coleus Forskohlin,,,,,
DSLD_MSKCC0482556,DA0182536,Coleus extract,,,,,
DSLD_MSKCC0482556,DA0182537,Coleus Forskohlii Briq. Forslean,,,,,
DSLD_MSKCC0482556,DA0182538,ForsLean Brand,,,,,
DSLD_MSKCC0482556,DA0182539,Coleus Forskohlii Forskolin,,,,,
DSLD_MSKCC0482556,DA0182540,Forskohlii powder,,,,,
DSLD_MSKCC0482556,DA0182541,colforsin,"C0917964, C0917964, C0917964, C0917964, C0917964",,,,
DSLD_MSKCC0482556,DA0182542,root,"C0040452, C0040452, C0242726, C0242726, C0242726, C0242726, C0242726, C0242726, C0242726, C0242726, C1318154, C1318154, C1705917",,,,
DSLD_MSKCC0482556,DA0182543,Forskohlii root powder,,,,,
DSLD_MSKCC0482556,DA0182544,Coleus forskohlii root extract,,,,,
DSLD_MSKCC0482556,DA0182545,Coleus Forskohilii,,,,,
DSLD_MSKCC0482556,DA0182546,Forslean Coleus forskohlii extract,,,,,
DSLD_MSKCC0482556,DA0182547,Forskolin Proprietar Formula,,,,,
DSLD_MSKCC0482556,DA0182548,active Forskolin,,,,,
DSLD_MSKCC0482556,DA0182549,Forskohlii ext.,,,,,
DSLD_MSKCC0482556,DA0182550,Coleus Forskohlii Extract,,,,,
DSLD_MSKCC0482556,DA0182551,supplying Forskolin,,,,,
DSLD_NMCD0482565,DA0182611,concentrated Fulvic Acid,,,,,
DSLD_NMCD0482565,DA0182612,supercharged activated Fulvic Acid,,,,,
DSLD_NMCD0482565,DA0182613,Fulvic Acid extract,,,,,
DSLD_NMCD0482565,DA0182614,Fulvosäure,,,,,
DSLD_NMCD0482565,DA0182615,fulvic acid,"C0060814, C0060814, C0060814, C0060814, C0060814",,,,
DSLD_NMCD0482565,DA0182616,Acide Fulvique,,,,,
DSLD_NMCD0482565,DA0182617,Fulvic powder,,,,,
DSLD_NMCD0482565,DA0182618,Primavie,,,,,
DSLD_NMCD0482565,DA0182619,Fulvic Acid,"C0060814, C0060814, C0060814, C0060814, C0060814",,,,
DSLD_NMCD0482565,DA0182621,Fulvic Mineral,,,,,
DSLD_NMCD0482565,DA0182622,PrimaVie Shilajit Fulvic Acid Complex,,,,,
DSLD_NMCD0482565,DA0182623,Ácido Fúlvico,,,,,
DSLD_NMCD0482644,DA0183414,Geymnema Sylvestre Leaf Extract,,,,,
DSLD_NMCD0482644,DA0183415,Gurmari,,,,,
DSLD_NMCD0482644,DA0183416,Gymnema Sylv,,,,,
DSLD_NMCD0482644,DA0183417,Merasingi,,,,,
DSLD_NMCD0482644,DA0183418,Vishani,,,,,
DSLD_NMCD0482644,DA0183419,Glmnema sylvestre,,,,,
DSLD_NMCD0482644,DA0183420,Gur-Mar,,,,,
DSLD_NMCD0482644,DA0183421,Gimnema,,,,,
DSLD_NMCD0482644,DA0183422,Periploca of the Woods,,,,,
DSLD_NMCD0482644,DA0183423,Gurmur,,,,,
DSLD_NMCD0482644,DA0183424,Gymnema sylvestre leaf & leaf extract,,,,,
DSLD_NMCD0482644,DA0183425,Gymnema slylvestre extract,,,,,
DSLD_NMCD0482644,DA0183426,Meshasring,,,,,
DSLD_NMCD0482644,DA0183427,Gymnema Sylvestre ext.,,,,,
DSLD_NMCD0482644,DA0183428,Gymnema extract,C0937942,,,,
DSLD_NMCD0482644,DA0183429,Madhunashini,,,,,
DSLD_NMCD0482644,DA0183430,Gurmarbooti,,,,,
DSLD_NMCD0482644,DA0183431,Gymnema,"C0937942, C0937942, C0937942, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684",,,,
DSLD_NMCD0482644,DA0183432,Gymnema leaves extract,,,,,
DSLD_NMCD0482644,DA0183433,Gurmar,"C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922",,,,
DSLD_NMCD0482644,DA0183434,Gudmar Ghana,,,,,
DSLD_NMCD0482644,DA0183435,Gymnema sylvestre leaf powder,,,,,
DSLD_NMCD0482644,DA0183436,Gymnema sylvestre,"C0937629, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922",,,,
DSLD_NMCD0482644,DA0183437,Gymnema sylvestre herb powder,,,,,
DSLD_NMCD0482644,DA0183439,gymnemagenin,C1873301,,,,
DSLD_NMCD0482644,DA0183441,Periploca sylvestris,,,,,
DSLD_NMCD0482644,DA0183442,Gemnema Melicida,,,,,
DSLD_NMCD0482644,DA0183443,Shardunika,,,,,
DSLD_NMCD0482644,DA0183444,Gymnema sylvestre extract,,,,,
DSLD_NMCD0482644,DA0183445,Gymnema Ext,,,,,
DSLD_NMCD0482644,DA0183446,Meshashringi,,,,,
DSLD_NMCD0482644,DA0183447,Gymnema Leaf Powder,,,,,
DSLD_NMCD0482644,DA0183448,Gymnema sylvestre leaf extract,C3818751,,,,
DSLD_NMCD0482644,DA0183449,gymnema sylvestre,"C0937629, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922, C0996922",,,,
DSLD_NMCD0482644,DA0183450,Gymnama ext,,,,,
DSLD_NMCD0482644,DA0183451,Gymnema Sylvester,,,,,
DSLD_NMCD0482644,DA0183452,leaf,"C0242724, C0242724, C0242724, C0242724, C0242724, C1552865",,,,
DSLD_NMCD0482644,DA0183453,Gymnema sylvestre leaf ext.,,,,,
DSLD_NMCD0482644,DA0183454,gymnemic acids,,,,,
DSLD_NMCD0482644,DA0183455,Gymnema Silvestre Leaf Extract,,,,,
DSLD_NMCD0482644,DA0183456,Gymnema auranticum,,,,,
DSLD_NMCD0482644,DA0183457,total Gymnemic Acids,,,,,
DSLD_NMCD0482644,DA0183458,Gymnema preparation,C0937942,,,,
DSLD_NMCD0482644,DA0183459,gymnema,"C0937942, C0937942, C0937942, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684, C1080684",,,,
DSLD_NMCD0482644,DA0183460,Gymnema Sylvester Extract,,,,,
DSLD_NMCD0482644,DA0183461,Miracle Plant,,,,,
DSLD_NMCD0482644,DA0183462,Gymnema leaf extract,,,,,
DSLD_NMCD0482644,DA0183463,dried Gymnema leaf extract,,,,,
DSLD_NMCD0482644,DA0183464,Gurmar extract,,,,,
DSLD_NHPID0482712,DA0183997,Concentrated ocean Ionic Mineral powder,,,,,
DSLD_NHPID0482712,DA0183998,70 ccean & plant derived Ionic Trace Minerals,,,,,
DSLD_NHPID0482712,DA0183999,Ionic plant based minerals,,,,,
DSLD_NHPID0482712,DA0184000,Trace minerals,"C2145047, C2145047, C2145047",,,,
DSLD_NHPID0482712,DA0184001,70 Ionic Trace Minerals,,,,,
DSLD_NHPID0482712,DA0184002,Trace Minerals,"C2145047, C2145047, C2145047",,,,
DSLD_NHPID0482712,DA0184003,Ionic Ocean Based Minerals,,,,,
DSLD_NHPID0482712,DA0184004,ionic Sea Minerals,,,,,
DSLD_NHPID0482712,DA0184005,Clay-Derived Trace Mineral Solution,,,,,
DSLD_NHPID0482712,DA0184006,ocean-derived Ionic Trace Minerals,,,,,
DSLD_NHPID0482712,DA0184007,Ionic Trace Minerals,,,,,
DSLD_NHPID0482712,DA0184008,Contains 90mg/oz ionic Trace Mineral Complex,,,,,
DSLD_NHPID0482712,DA0184009,Concentrace trace minerals,,,,,
DSLD_NHPID0482712,DA0184010,solids,"C0205208, C0302909, C1378566",,,,
DSLD_NHPID0482712,DA0184012,Liquid Ionic Minerals,,,,,
DSLD_NHPID0482842,DA0185301,Rice Maltodextrin,,,,,
DSLD_NHPID0482842,DA0185302,Maltodextrin,"C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601",,,,
DSLD_NHPID0482842,DA0185303,Maltodextrines résistantes,,,,,
DSLD_NHPID0482842,DA0185304,D5-2 ultra-high molecular weight polymerized resistant Maltodextrin,,,,,
DSLD_NHPID0482842,DA0185305,non-GMO Tapioca Maltodextrin,,,,,
DSLD_NHPID0482842,DA0185306,Resistant maltodextrins,,,,,
DSLD_NHPID0482842,DA0185307,digestive resistant Maltodextrin,,,,,
DSLD_NHPID0482842,DA0185308,non-GMO Maltodextrin,,,,,
DSLD_NHPID0482842,DA0185309,Maltodextrine,,,,,
DSLD_NHPID0482842,DA0185310,high molecular weight polymerized Maltodextrin,,,,,
DSLD_NHPID0482842,DA0185312,organic non-GMO Tapioca Maltodextrin,,,,,
DSLD_NHPID0482842,DA0185313,Fibersol-2 Brand,,,,,
DSLD_NHPID0482842,DA0185314,Maltodextrin Fiber,,,,,
DSLD_NHPID0482842,DA0185315,5 DE Maltodextrin,,,,,
DSLD_NHPID0482842,DA0185316,Long Chain Polysaccharide Maltodextrin,,,,,
DSLD_NHPID0482842,DA0185317,Digestion Resistant Maltodextrin,,,,,
DSLD_NHPID0482842,DA0185319,Modified Glucose Polymers,,,,,
DSLD_NHPID0482842,DA0185320,maltodextrin,"C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601, C0065601",,,,
DSLD_NHPID0482842,DA0185322,Pure Maltodextrin,,,,,
DSLD_NHPID0482842,DA0185324,Maltodextrines resistantes,,,,,
DSLD0482927,DA0185839,organic Orange,,,,,
DSLD0482927,DA0185840,organic Orange juice powder,,,,,
DSLD0482927,DA0185841,Oranges,"C0440277, C0440277, C0440277, C0440277",,,,
DSLD0482927,DA0185842,Uncle Matt' Organic whole Orange,,,,,
DSLD0482927,DA0185843,organic Orange peel powder,,,,,
DSLD0482927,DA0185844,Organic orange peel oil,,,,,
DSLD0482927,DA0185845,Marmalade Orange extract,,,,,
DSLD0482927,DA0185846,Orange peel extract,"C3281333, C3281333",,,,
DSLD0482927,DA0185847,Proprietary Orange essence,,,,,
DSLD0482927,DA0185848,Essential Orange Oil,,,,,
DSLD0482927,DA0185849,Seville Orange extract bioflavonoids,,,,,
DSLD0482927,DA0185850,Citrus aurantium,"C0330922, C0330922, C0330922, C0330922, C0330922, C0330922, C0330922, C0330922, C0330922, C0330922, C0330922, C0330922, C0330922, C0330922, C0330922, C0330922, C0885232, C0885232, C1690533",,,,
DSLD0482927,DA0185851,Orange [peel] essential oil,,,,,
DSLD0482927,DA0185852,Orange oil,"C0254751, C0254751, C0254751, C0254751, C0254751, C0254751, C0254751, C0254751, C0254751, C0254751, C0254751, C0254751, C0254751, C0254751, C0254751, C0254751, C0254751",,,,
DSLD0482927,DA0185853,cold-pressed Orange oil,,,,,
DSLD0482927,DA0185854,Green Orange extract,,,,,
DSLD0482927,DA0185855,Blood Orange extract,,,,,
DSLD0482927,DA0185856,Orange peel essential oil,,,,,
DSLD0482927,DA0185857,Orange fruit Fiber,,,,,
DSLD0482927,DA0185858,Orange Bioflavonoids,,,,,
DSLD0482927,DA0185859,Orange (fruit),C0440277,,,,
DSLD0482927,DA0185860,Satsuma Orange concentrate,,,,,
DSLD0482927,DA0185861,Red Orange fruit extract,,,,,
DSLD0482927,DA0185862,Orange powder,,,,,
DSLD0482927,DA0185863,Citrus sinensis,"C0522462, C0522462, C0522462, C0522462, C0522462, C0522462, C0522462, C0522462, C0522462, C0522462, C0522462, C0522462, C0522462, C0522462, C0522462, C0522462, C0522462, C1446577",,,,
DSLD0482927,DA0185864,organic whole Orange,,,,,
DSLD0482927,DA0185865,Orange juice powder,,,,,
DSLD0482927,DA0185866,Blood Orange fruit ext.,,,,,
DSLD0482927,DA0185867,Orange [fruit] Essential Oil,,,,,
DSLD0482927,DA0185868,Red Orange,,,,,
DSLD0482927,DA0185869,Orange,"C0440277, C0440277, C0440277, C0440277, C0475654, C0475654, C0475654, C1313858, C1313858, C1313858, C1313858, C2702329, C2702329, C2702329, C4316836",,,,
DSLD0482927,DA0185870,orgnaic Orange,,,,,
DSLD0482927,DA0185871,org. Orange,,,,,
DSLD0482927,DA0185872,Orange juice concentrate,,,,,
DSLD0482927,DA0185873,Orange (unspecified),,,,,
DSLD0482927,DA0185874,Sicilian Blood Orange fruit peel extract,,,,,
DSLD0482927,DA0185875,Orange Essential Oil,,,,,
DSLD0482927,DA0185876,natural Orange extract,,,,,
DSLD0482927,DA0185877,Orange extract,"C2702329, C4723773",,,,
DSLD0482927,DA0185878,Orange juice,"C0452458, C0452458, C0452458, C0452458, C0452458, C0452458, C0452458, C0452458, C0452458, C0452458",,,,
DSLD0482927,DA0185879,Morosil,,,,,
DSLD0482927,DA0185880,Orange Bioflavonoid extract,,,,,
DSLD_NMCD0483000,DA0186560,Picrorhiza extract,,,,,
DSLD_NMCD0483000,DA0186561,Picroliv extract,,,,,
DSLD_NMCD0483000,DA0186562,Picrorhiza kurroa,,,,,
DSLD_NMCD0483000,DA0186563,Kuru,"C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802, C0022802",,,,
DSLD_NMCD0483000,DA0186564,Kutki,,,,,
DSLD_NMCD0483000,DA0186565,Picrorhiza,"C1135911, C1135911, C1135911, C1135911, C1135911, C1135911, C1135911, C1135911, C1135911, C1135911, C1135911, C1135911, C1135911, C1135911",,,,
DSLD_NMCD0483000,DA0186566,Katuko,,,,,
DSLD_NMCD0483000,DA0186567,Picrorhiza kurroa extract,,,,,
DSLD_NMCD0483000,DA0186569,Xi Zang Hu Huang Lian,,,,,
DSLD_NMCD0483000,DA0186570,Katuka,,,,,
DSLD_NMCD0483000,DA0186571,Picrorhiza kurrooa,"C1135912, C1135912, C1135912, C1135912",,,,
DSLD_NMCD0483000,DA0186573,Katki,,,,,
DSLD_NMCD0483000,DA0186575,PicroProtect Picrorhiza kurroa extract,,,,,
DSLD_NMCD0483000,DA0186576,Picrorhiza kurroa powder,,,,,
DSLD_NMCD0483000,DA0186577,Katurohini,,,,,
DSLD_NMCD0483000,DA0186579,Katvi,,,,,
DSLD_NMCD0483000,DA0186580,Picrorhiza kurrooa Root Extract,,,,,
DSLD_NMCD0483000,DA0186582,standardized Picrorhiza kurroa extract,,,,,
DSLD_NMCD0483000,DA0186583,Picrorhiza scrophuliaeflora,,,,,
DSLD_NMCD0483000,DA0186584,Picrorhiza root extract,,,,,
DSLD_NMCD0483000,DA0186585,organic Katuki,,,,,
DSLD_NMCD0483000,DA0186586,Picroliv Picrorhiza kurroa extract,,,,,
DSLD_NMCD0483000,DA0186587,Picrorhiza scrophulariiflora,C2620654,,,,
DSLD_NMCD0483000,DA0186588,Picrorhiza kurroa root extract,,,,,
DSLD_NMCD0483000,DA0186589,Picroliv Picrorhiza extract,,,,,
DSLD_NMCD0483000,DA0186590,Picroliv root extract,,,,,
DSLD_NMCD0483000,DA0186591,Picrorhiza Urrooa,,,,,
DSLD_NMCD0483000,DA0186593,Picrorhiza Rhizome Extract,,,,,
DSLD_NMCD0483000,DA0186594,Picroriza,,,,,
DSLD_NMCD0483000,DA0186595,PicroMax,,,,,
DSLD_NMCD0483000,DA0186596,Neopicrorhiza scrophulariiflora,C2620654,,,,
DSLD_NMCD0483000,DA0186597,Hu Huang Lian,,,,,
DSLD_NMCD0483000,DA0186600,Chardon de Lait Indien,,,,,
DSLD_NHPID0483015,DA0186668,Pruneau,,,,,
DSLD_NHPID0483015,DA0186669,Plum ext.,,,,,
DSLD_NHPID0483015,DA0186670,Prunus domestica,"C0330660, C0330660, C0330660, C0330660, C0330660, C0330660, C0330660, C0330660, C0330660, C0330660, C0330660, C0330660, C0330660, C1446760",,,,
DSLD_NHPID0483015,DA0186671,Prune plum,,,,,
DSLD_NHPID0483015,DA0186672,Prune fruit extract,,,,,
DSLD_NHPID0483015,DA0186673,Plum powder extract,,,,,
DSLD_NHPID0483015,DA0186676,Plum juice powder,,,,,
DSLD_NHPID0483015,DA0186677,Prune extract,,,,,
DSLD_NHPID0483015,DA0186678,Plum juice concentrate,,,,,
DSLD_NHPID0483015,DA0186679,Prune fruit powder,,,,,
DSLD_NHPID0483015,DA0186680,Plum extract,"C0973456, C0973456, C0973456",,,,
DSLD_NHPID0483015,DA0186681,Prune Juice powder,,,,,
DSLD_NHPID0483015,DA0186682,Prune Juice Concentrate,,,,,
DSLD_NHPID0483015,DA0186683,Prune,"C0453309, C0453309, C0453309, C0453309, C0453309, C0453309, C0936040, C1538733",,,,
DSLD_NHPID0483015,DA0186684,organic Plum extract,,,,,
DSLD_NHPID0483015,DA0186685,organic Plum,,,,,
DSLD_NHPID0483015,DA0186686,Plum fruit powder,,,,,
DSLD_NHPID0483015,DA0186687,Plum,"C0330660, C0330660, C0936040, C0936040, C0936040, C0936040, C0936040, C0936040, C0936040, C0936040, C0973456, C2347614, C2740655, C2740655",,,,
DSLD_NHPID0483015,DA0186688,Plum organic fruit powder,,,,,
DSLD_NHPID0483015,DA0186689,dried Plum extract,,,,,
DSLD_NHPID0483015,DA0186690,Prune powder,,,,,
DSLD_NHPID0483015,DA0186692,organic Plum powder,,,,,
DSLD_NHPID0483015,DA0186693,Plum powder,,,,,
DSLD_NHPID0483015,DA0186694,Prune extract concentrate,,,,,
DSLD_NHPID0483015,DA0186696,Plum puree,,,,,
DSLD_NHPID0483015,DA0186697,dried Plums,,,,,
DSLD_NHPID0483015,DA0186698,organic Plum fruit powder extract,,,,,
DSLD_NHPID0483015,DA0186700,Prune juice,,,,,
DSLD_NHPID0483015,DA0186701,Prunus cerasifera,"C1006298, C1006298, C1006298, C1006298, C1006298, C1006298",,,,
DSLD_NHPID0483015,DA0186702,Plum fruit extract,,,,,
DSLD_NHPID0483015,DA0186703,dried Plum,,,,,
