IDISK CUI,IDISK AUI,TERM,UMLS CUI,MISSINGNESS TYPE,INGREDIENT TYPE,Notes (Optional),IGNORE
DSLD_NMCD0477673,DA0149926,Bois de Cerf Rouge,C0222040,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477673,DA0149928,Bois de Cerf,C0222040,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477673,DA0149929,Cervus elaphus,"C0325228, C0325228, C0325228, C0325228, C0325228",,,,
DSLD_NMCD0477673,DA0149930,Antler Velvet,C0222040,,,,
DSLD_NMCD0477673,DA0149932,Deer Antler Velvet,C0222040,LEXICAL,LIVING BEING,,
DSLD_NMCD0477673,DA0149933,Deer Velvet extract,C3488429,LEXICAL,LIVING BEING,,
DSLD_NMCD0477673,DA0149936,Deer Antler Velvet extract,C3488429,LEXICAL,LIVING BEING,,
DSLD_NMCD0477673,DA0149937,Andouiller de Cerf,C0222040,LEXICAL,LIVING BEING,,
DSLD_NMCD0477673,DA0149939,Velvet,C0222040,LEXICAL,LIVING BEING,,
DSLD_NMCD0477673,DA0149940,Deer Velvet Antler extract,C3488429,LEXICAL,LIVING BEING,,
DSLD_NMCD0477673,DA0149941,Velours de Cerf,C0222040,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477673,DA0149943,Elk Antler Velvet,C0222040,LEXICAL,LIVING BEING,,
DSLD_NMCD0477673,DA0149945,Bois de Velours,C0222040,SEMANTIC,LIVING BEING,,
NMCD0477674,DA0149946,Recurved Thorn Apple,C0038382,LEXICAL,LIVING BEING,,
NMCD0477674,DA0149947,Datura Wrightii,C1909599,,,,
NMCD0477674,DA0149948,Sacred Thorn Apple,C0038382,LEXICAL,LIVING BEING,,
NMCD0477674,DA0149949,Hoary Thorn Apple,C0038382,LEXICAL,LIVING BEING,,
NMCD0477674,DA0149950,Stramoine de Wright,C1909599,SEMANTIC,LIVING BEING,,
NMCD0477674,DA0149951,Hairy Thorn Apple,C0038382,LEXICAL,LIVING BEING,,
NMCD0477674,DA0149952,Datura wrightii,C1909599,,,,
NMCD0477674,DA0149953,California Jimson Weed,C0038382,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153034,Zingiber officinale,"C0162751, C1455678, C1542435, C1542435, C1879327, C1879327, C1879327, C1879327, C1879327, C1879327, C1879327, C1879327, C1879327, C1879327, C1879327, C1879327, C1879327",,,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153035,USDA certified organic Ginger,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153036,Extrait de gingembre,C0939895,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153037,Huile essentielle de gingembre,C0304137,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153038,Gan jiang,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153039,African Ginger,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153040,Black Ginger,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153041,Zinziber Officinalis,C1879327,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153042,Poudre de gingembre,C1713776,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153043,Zinziber Officinale,C1879327,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153044,Shen Jiang,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153045,fresh Ginger,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153046,Sheng jiang pi,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153047,Race Ginger,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153048,Ginger,"C0162751, C0162751, C0162751, C0162751, C0162751, C0939895, C0939895, C0939895, C0939895, C0939895, C0939895, C0939895, C0939895, C0939895, C0939895, C0939895, C1572169, C1879327, C1879327, C1879327, C1879327, C2740621, C2740621",,,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153049,Fresh Ginger Rhizome,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153050,Ginger extract,"C0939895, C0939895, C0939895, C0939895, C0939895, C0939895, C0939895, C0939895",,,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153051,Ginger (dietary),C0162751,,,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153053,Zinzeberis,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153054,certified organic Ginger,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153055,Dried Ginger Rhizome,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153058,Ardraka,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153059,Gingembre,C1879327,,,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153060,Shen jiang,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153061,Imber,C3393516,,,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153062,Sunth,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153063,dried Ginger rhizome extract,C0939895,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153064,Gingembre seche prepare,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153065,Amomum zingiber,C1879327,,,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153066,Rhizoma Zingiberis Recens,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153067,Ginger root,"C0162751, C0453260, C0453260, C0453260, C0453260, C0453260",,,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153068,Kankyo,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153069,Sunthi,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153070,FoodState Ginger,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153071,Peau de racine de gingembre,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153072,root,"C0040452, C0040452, C0242726, C0242726, C0242726, C0242726, C0242726, C0242726, C0242726, C0242726, C1318154, C1318154, C1705917",,,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153073,Rhizoma Zingiberis,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153074,Cerevase Ginger,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153076,dried Ginger root extract,C0939895,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153077,Jiang,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153078,Zingiber,"C0997233, C0997233",,,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153079,Zingiberis Siccatum Rhizoma,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153080,Zingiber officinale root oil,C0304137,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153081,Rhizome de gingembre frais,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153082,Ginger root powder,C1713776,,,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153083,Charcoaled Ginger,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153084,Gingembre frais,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153085,Rhizoma Zingiberi,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153086,Shokyo,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153087,fermented Ginger,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153088,Ginger Essential Oil,C0304137,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153089,Zangiber officinale,C1879327,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153091,Ginger aqueous extract,C0939895,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153092,Fresh ginger,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153093,Huile de racine de Zingiber officinale,C0304137,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153095,Jengibre,"C0162751, C0939895, C1879327",,,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153096,Ginger fresh juice extract,C0939895,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153097,Ginger root extract,"C0453260, C0453260",,,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153098,Kanshokyo,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153099,Ginger Root Skin,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153100,Poudre de racine de gingembre,C1713776,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153102,Vishvabheshaja,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153103,Sheng jiang,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153104,Rhizome de gingembre sechee,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153105,Gingembre cuit,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153106,Ginger Dry,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153107,rhizome,"C0949790, C0949790, C0949790, C0949790, C0949790, C0949790, C0949790",,,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153108,Gingembre Africain,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153109,Rhizoma Zingiberis Preparatum,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153110,organic Ginger supercritical extract,C0939895,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153111,equivalent Ginger,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153112,Gingembre Noir,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153113,Shunthi,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153114,Jamaica Ginger,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153115,Ginger juice extract,C0939895,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153116,Srungavera,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153117,Sheng Jiang,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153118,Gingembre seche,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153120,Ginger supercritical extract,C0939895,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153121,Cochin Ginger,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153122,Gingembre Indien,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153125,Ginger Extract,"C0939895, C0939895, C0939895, C0939895, C0939895, C0939895, C0939895, C0939895",,,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153126,Racine de gingembre,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153127,Gingembre Jamaïquain,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153128,Prepared Dried Ginger,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153129,Zingiberis rhizoma,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153131,6-Gingerol,C0061267,,,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153132,Ginger hydroethanolic extract,C0939895,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153133,certified organic fresh & dry Ginger,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153134,baked ginger,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153135,certified organic fresh dry Ginger,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153136,certified organic Ginger puree,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153137,Pao jiang,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153138,Ginger powder,C1713776,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153139,Shoga,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153140,Gan Jiang,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153143,Wei jian,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153144,Ginger Powder,C1713776,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153145,Racine de Gingembre,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153147,Indian Ginger,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153149,certified organic fresh Ginger,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153150,Huile Essentielle de Gingembre,C0304137,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153151,Dried ginger,C0162751,LEXICAL,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153154,Zingiberis Rhizoma,C1879327,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153155,Ginger Root,"C0162751, C0453260, C0453260, C0453260, C0453260, C0453260",,,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153157,Gingembre Cochin,C0162751,SEMANTIC,LIVING BEING,,
NHPID_DSLD_NMCD_MSKCC0477770,DA0153158,Nagara,C2813184,,,,
NMCD0477778,DA0153311,Polysaccharide d'Isoflavone de Soja,C1175867,SEMANTIC,CHEM/RX,,
NMCD0477778,DA0153312,Polysaccharide de Génistéine,C1175867,LEXICAL,CHEM/RX,,
NMCD0477778,DA0153313,Polisacáridos Combinados de Genisteína,C1175867,LEXICAL,CHEM/RX,,
NMCD0477778,DA0153314,Genistein Polysaccharide,C1175867,LEXICAL,CHEM/RX,,
NMCD0477778,DA0153315,Isoflavone Fermentée,C1175867,SEMANTIC,CHEM/RX,,
NMCD0477778,DA0153316,Génistéine du Polysaccharide Combiné,C1175867,LEXICAL,CHEM/RX,,
NMCD0477778,DA0153317,Génistéine Fermentée,C1175867,SEMANTIC,CHEM/RX,,
NMCD0477778,DA0153318,Polysaccharide des Basidiomycètes,C1175867,SEMANTIC,CHEM/RX,,
NMCD0477778,DA0153319,Isoflavone Combined Polysaccharide,C1175867,SEMANTIC,CHEM/RX,,
NMCD0477778,DA0153320,genistein combined polysaccharide,C1175867,,,,
NMCD0477778,DA0153321,GCP,"C1415024, C1415178, C2986419",,,,
NMCD0477778,DA0153322,Genistein Combined Polysaccharide,C1175867,,,,
NMCD0477778,DA0153323,Soy Isoflavone Polysaccharide,C1175867,SEMANTIC,CHEM/RX,,
NMCD0477778,DA0153324,Basidiomycetes Polysaccharide,C1175867,SEMANTIC,CHEM/RX,,
NMCD0477778,DA0153325,Fermented Isoflavone,C1175867,SEMANTIC,CHEM/RX,,
NMCD0477778,DA0153326,Fermented Genistein,C1175867,LEXICAL,CHEM/RX,,
DSLD_NMCD0477811,DA0154171,Hibiscus calyces extract,C3255680,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154172,Karkade,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154173,Zobo,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154174,Sour Tea,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154175,Rosella,"C1005671, C1005671, C1005671, C1005671",,,,
DSLD_NMCD0477811,DA0154176,Red Tea extract,C4325148,LEXICAL,LIVING BEING,,
DSLD_NMCD0477811,DA0154177,Hibiscus extract,C4325148,LEXICAL,LIVING BEING,,
DSLD_NMCD0477811,DA0154178,Ionic Alfalfa Hibiscus flower extract,C4325148,LEXICAL,LIVING BEING,,
DSLD_NMCD0477811,DA0154179,Red Sorrel,"C0947421, C1207898",,,,
DSLD_NMCD0477811,DA0154180,Hibiscus,"C0884982, C0884982, C0884982, C0884982, C0884982, C0884982, C0884982, C0884982, C0884982, C0884982, C0884982, C0884982, C0884982, C0884982, C0884982, C0884982, C1138607",,,,
DSLD_NMCD0477811,DA0154181,Oseille Rouge,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154182,Thé Rose d'Abyssinie,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154183,Abelmoschus cruentus,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154184,Pulicha Keerai,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154185,organic Hibiscus,C0884982,LEXICAL,LIVING BEING,,
DSLD_NMCD0477811,DA0154186,UTIRose Hibiscus Extract,C4325148,LEXICAL,LIVING BEING,,
DSLD_NMCD0477811,DA0154188,Hibiscus powder,C0884982,LEXICAL,LIVING BEING,,
DSLD_NMCD0477811,DA0154189,Groseille de Guinée,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154190,Karkadé,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154191,Hibiscus flower extract,C4325148,,,,
DSLD_NMCD0477811,DA0154192,Hibiscus Calyx,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154193,Furcaria sabdariffa,C1207898,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154194,rouge,C0304638,,,,
DSLD_NMCD0477811,DA0154195,Zobo Tea,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154196,Red Tea,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154197,Hibiscus sabdariffa,"C1207898, C1207898, C1207898, C1207898, C1207898",,,,
DSLD_NMCD0477811,DA0154198,Bissap,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154199,Agua de Jamaica,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154200,Hibiscus hydroethanolic extract,C4325148,LEXICAL,LIVING BEING,,
DSLD_NMCD0477811,DA0154201,Hibiscus sabdariffa L.,C1207898,,,,
DSLD_NMCD0477811,DA0154202,Utirose Hibiscus Flower Extract,C4325148,LEXICAL,LIVING BEING,,
DSLD_NMCD0477811,DA0154203,Guinea Sorrel,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154204,Roselle,"C1207898, C1207898, C1207898, C1207898",,,,
DSLD_NMCD0477811,DA0154205,Sudanese Tea,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154206,Hibisco,C0884982,LEXICAL,LIVING BEING,,
DSLD_NMCD0477811,DA0154208,Gongura,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154209,flower,"C0330090, C0330090, C0330090, C0330090, C0330090, C0330090, C1413035, C1413035",,,,
DSLD_NMCD0477811,DA0154210,Florida cranberry,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154211,Sabdariffa rubra,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154212,Lo Shen,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154213,infusion Hibiscus rosa-sinensis,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154214,total alcohol free Hibiscus extract,C4325148,LEXICAL,LIVING BEING,,
DSLD_NMCD0477811,DA0154215,"Erragogu, Flor de Jamaica",C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154216,Te de Jamaica,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154217,Hibiscus flower powder,"C3199671, C3199671",,,,
DSLD_NMCD0477811,DA0154218,Hibiscus fraternus,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154220,Ambashthaki,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154222,Jamaica Sorrel,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154223,Hibiscus cruentus,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154224,Ellirose Hibiscus extract,C4325148,LEXICAL,LIVING BEING,,
DSLD_NMCD0477811,DA0154225,Oseille de Guinée,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154226,Rosa de Jamaica,C0884982,SEMANTIC,LIVING BEING,,
DSLD_NMCD0477811,DA0154227,Hibiscus palmatilobus,C0884982,SEMANTIC,LIVING BEING,,
NMCD0477812,DA0154228,Hierba de París,C0331678,LEXICAL,LIVING BEING,,
NMCD0477812,DA0154229,Herb Paris,"C0331678, C0331678",,,,
NMCD0477812,DA0154230,Parisette à Quatre Feuilles,C0331678,SEMANTIC,LIVING BEING,,
NMCD0477812,DA0154231,Genus Paris,C0331677,,,,
NMCD0477812,DA0154232,Oneberry,C0885654,LEXICAL,LIVING BEING,,
NMCD0477812,DA0154233,Herbe à Paris,C0331678,LEXICAL,LIVING BEING,,
NMCD0477812,DA0154234,Étrangle-Loup,C0331678,SEMANTIC,LIVING BEING,,
NMCD0477812,DA0154235,Paris quadrifolia,"C0331678, C0331678, C0331678, C0331678, C3813117",,,,
NMCD0477812,DA0154236,Parisette,C0331678,SEMANTIC,LIVING BEING,,
NMCD0477812,DA0154237,Herb-Paris,C0331678,LEXICAL,LIVING BEING,,
NMCD0477812,DA0154238,Tilki Uzumu,C0331678,SEMANTIC,LIVING BEING,,
NMCD0477812,DA0154239,One Berry,C0885654,LEXICAL,LIVING BEING,,
NMCD0477812,DA0154240,Raisin de Renard,C0331678,SEMANTIC,LIVING BEING,,
NMCD0477812,DA0154241,Einbeere,C0331678,SEMANTIC,LIVING BEING,,
NMCD0477812,DA0154242,Hierba de Pares,C0331678,LEXICAL,LIVING BEING,,
NMCD0477812,DA0154243,Wang Sun,C0331678,SEMANTIC,LIVING BEING,,
NMCD0477812,DA0154244,Uva de Raposa,C0331678,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154806,Fagiolo Egiziano,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154807,Hodhambala,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154808,Hyasinttipapu,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154809,Hjelmbønne,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154810,Dolique d'Egypte,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154811,Fuji Mame,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154812,Frijol Caballero,C0330857,,,,
NMCD_NHPID0477833,DA0154813,Uri,"C0041912, C0041912, C0041912, C0041912, C0041912, C0041912, C0041912, C0041912, C1421895, C1421895, C1548524, C1548524, C1548524, C1548524, C3272713",,,,
NMCD_NHPID0477833,DA0154814,Dolique D'Egypte,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154815,Frijol jacinto,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154816,Hjälmböna,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154817,Dolichos lablab,"C0330857, C0330857, C0330857, C0330857",,,,
NMCD_NHPID0477833,DA0154818,Thua Paep,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154819,White Hyacinth bean,C0330857,LEXICAL,LIVING BEING,,
NMCD_NHPID0477833,DA0154820,Lablab Bean,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154821,Sem,"C0026020, C0026020, C0085179, C0262878, C0439230, C0694547, C0694547, C1710181",,,,
NMCD_NHPID0477833,DA0154822,Semen Lablab Album,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154824,Urchi,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154825,Lablab-bean,C0330857,LEXICAL,LIVING BEING,,
NMCD_NHPID0477833,DA0154826,Kkachikong,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154827,Lablab vulgaris,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154828,Dolico Do Egipto,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154829,Bai bian dou,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154830,Bian dou,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154831,Raaj Simii,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154832,Tellachikkudu,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154833,Dambala,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154834,Lablab leucocarpos,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154835,Peng Pi Dou,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154836,Dolique Lablab,C0330857,LEXICAL,LIVING BEING,,
NMCD_NHPID0477833,DA0154837,Lablab Bohne,C0330857,LEXICAL,LIVING BEING,,
NMCD_NHPID0477833,DA0154838,Gemeine Lablab,C0330857,SEMANTIC,LIVING BEING,,
NMCD_NHPID0477833,DA0154839,Lablab purpureus,C0330857,,,,
NMCD_NHPID0477833,DA0154842,Dolichos purpureus,C0330857,,,,
NMCD_NHPID0477833,DA0154843,Bonavista Bean,C0330857,SEMANTIC,LIVING BEING,,
